company_id,group_id,sector,tipo,sector_set,n_sectors,top_sector_score,tenor,product_fit,confidence
COMP_0650,GROUP_0038,mayorista / distribución,producto,mayorista / distribución,1,0.572581,12 meses,Factoring | Confirming | Yield · barrido | Reserve · póliza,0.0713016
COMP_0651,GROUP_0081,comercio minorista,producto,comercio minorista,1,0.813664,días,Reserve · póliza | FX Shield | Yield · barrido,0.195921
COMP_0652,GROUP_0222,comercio minorista,producto,comercio minorista,1,0.741946,días,Yield · barrido | Reserve · póliza | FX Shield,0.0160915
COMP_0653,GROUP_0128,mayorista / distribución,producto,mayorista / distribución,1,0.571962,12 meses,Yield · barrido | Reserve · póliza,0.193457
COMP_0654,GROUP_0053,comercio minorista,producto,comercio minorista,1,0.776116,días,Reserve · póliza | FX Shield | Yield · barrido,0.174298
COMP_0655,GROUP_0172,comercio minorista,producto,comercio minorista | holding / tesorería,2,0.715876,días,Reserve · póliza | Yield · barrido | FX Shield,0.238112
COMP_0656,GROUP_0087,mayorista / distribución,mixto,mayorista / distribución | comercio minorista,2,0.512572,12 meses,Reserve · póliza | FX Shield | Yield · barrido,0.136815
COMP_0657,GROUP_0222,comercio minorista,producto,comercio minorista,1,0.65631,días,Yield · barrido | Reserve · póliza | FX Shield,0.03248
COMP_0658,GROUP_0132,transporte / logística,mixto,transporte / logística | holding / tesorería,2,0.78,días,Reserve · póliza | Factoring | FX Shield | Yield · barrido,0.170971
COMP_0659,GROUP_0035,comercio minorista,servicio,comercio minorista | hostelería,2,0.582736,días,Reserve · póliza | Yield · barrido | FX Shield,0.258243
COMP_0660,GROUP_0175,construcción,producto,construcción | mayorista / distribución,2,0.584336,6 meses,Reserve · póliza | Yield · barrido,0.300532
COMP_0661,GROUP_0222,comercio minorista,mixto,comercio minorista | hostelería,2,0.662319,días,Yield · barrido | Reserve · póliza | FX Shield,0.0612903
COMP_0662,GROUP_0054,construcción,servicio,construcción | servicios profesionales,2,0.75,6 meses,Factoring | Reserve · póliza | Seguro de cobro | Yield · barrido,0.0224571
COMP_0663,GROUP_0143,servicios profesionales,servicio,servicios profesionales,1,0.554218,6 meses,Reserve · póliza | Yield · barrido,0.0681966
COMP_0664,GROUP_0058,comercio minorista,producto,comercio minorista,1,0.699316,días,Reserve · póliza | FX Shield | Yield · barrido,0.124017
COMP_0665,GROUP_0150,construcción,producto,construcción | holding / tesorería | mayorista / distribución,3,0.545685,6 meses,Factoring | Reserve · póliza | FX Shield | Confirming,0.0576776
COMP_0666,GROUP_0013,hostelería,mixto,hostelería | construcción,2,0.585729,6 meses,Reserve · póliza | Factoring | FX Shield | Seguro de cobro,0.0493278
COMP_0667,GROUP_0068,hostelería,mixto,hostelería | construcción,2,0.632125,6 meses,Reserve · póliza | Factoring | FX Shield | Seguro de cobro,0.0301488
COMP_0668,GROUP_0048,mayorista / distribución,producto,mayorista / distribución | construcción,2,0.606304,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.118453
COMP_0669,GROUP_0007,hostelería,servicio,hostelería | comercio minorista,2,0.546147,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.128236
COMP_0670,GROUP_0101,holding / tesorería,servicio,holding / tesorería | servicios profesionales,2,0.636257,largo,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.1042
COMP_0671,GROUP_0250,servicios profesionales,servicio,servicios profesionales,1,0.554098,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.302173
COMP_0672,GROUP_0184,,insuficiente,,0,,,,
COMP_0673,GROUP_0203,hostelería,mixto,hostelería | comercio minorista,2,0.529184,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.0417898
COMP_0674,GROUP_0112,software / suscripción,servicio,software / suscripción | alquiler / inmobiliario | servicios profesionales,3,0.78,largo,Yield · barrido | Reserve · póliza | Factoring | FX Shield,0.189104
COMP_0675,GROUP_0023,servicios profesionales,servicio,servicios profesionales,1,0.530262,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.0178922
COMP_0676,GROUP_0104,servicios profesionales,servicio,servicios profesionales | mayorista / distribución,2,0.582734,6 meses,Factoring | Reserve · póliza | Yield · barrido | Confirming,0.111062
COMP_0677,GROUP_0138,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.599372,6 meses,Yield · barrido | Reserve · póliza | FX Shield,0.281961
COMP_0678,GROUP_0154,holding / tesorería,producto,holding / tesorería,1,0.70819,largo,Reserve · póliza | FX Shield | Yield · barrido,0.129004
COMP_0679,GROUP_0172,holding / tesorería,producto,holding / tesorería,1,0.745961,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0182965
COMP_0680,GROUP_0089,comercio minorista,producto,comercio minorista,1,0.761116,días,Reserve · póliza | FX Shield | Yield · barrido,0.154035
COMP_0681,GROUP_0176,mayorista / distribución,mixto,mayorista / distribución | comercio minorista,2,0.517958,12 meses,Reserve · póliza | Yield · barrido | FX Shield,0.0906733
COMP_0682,GROUP_0200,energía,mixto,energía | servicios profesionales,2,0.78,12 meses,Factoring | Yield · barrido | FX Shield | Reserve · póliza,0.0843914
COMP_0683,GROUP_0239,holding / tesorería,servicio,holding / tesorería,1,0.702672,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0457459
COMP_0684,GROUP_0236,servicios profesionales,servicio,servicios profesionales,1,0.519145,6 meses,Reserve · póliza | Yield · barrido,0.0321773
COMP_0685,GROUP_0035,comercio minorista,mixto,comercio minorista | hostelería,2,0.649153,días,Reserve · póliza | Yield · barrido | FX Shield,0.274367
COMP_0686,GROUP_0139,software / suscripción,mixto,software / suscripción | energía | servicios profesionales,3,0.78,largo,Factoring | Reserve · póliza | FX Shield | Yield · barrido,0.343845
COMP_0687,GROUP_0212,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.543586,6 meses,Yield · barrido | Reserve · póliza | FX Shield,0.0565553
COMP_0688,GROUP_0241,holding / tesorería,producto,holding / tesorería,1,0.772173,largo,Reserve · póliza | FX Shield | Yield · barrido,0.229368
COMP_0689,GROUP_0200,hostelería,servicio,hostelería | servicios profesionales,2,0.78,6 meses,Yield · barrido | Reserve · póliza | Factoring | FX Shield,0.15365
COMP_0690,GROUP_0009,,insuficiente,,0,,,,
COMP_0691,GROUP_0010,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.68,6 meses,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.102441
COMP_0692,GROUP_0108,holding / tesorería,producto,holding / tesorería,1,0.641922,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0515803
COMP_0693,GROUP_0116,holding / tesorería,servicio,holding / tesorería,1,0.68693,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0186169
COMP_0694,GROUP_0162,construcción,producto,construcción | mayorista / distribución,2,0.587789,6 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.101585
COMP_0695,GROUP_0084,transporte / logística,producto,transporte / logística | comercio minorista,2,0.78,días,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.0182143
COMP_0696,GROUP_0017,mayorista / distribución,mixto,mayorista / distribución,1,0.684017,12 meses,Reserve · póliza,0.40724
COMP_0697,GROUP_0132,alquiler / inmobiliario,servicio,alquiler / inmobiliario | servicios profesionales,2,0.78,largo,Reserve · póliza | Yield · barrido | Factoring | Seguro de cobro,0.00954044
COMP_0698,GROUP_0241,holding / tesorería,mixto,holding / tesorería | mayorista / distribución | construcción,3,0.585071,largo,Factoring | Reserve · póliza | FX Shield | Confirming,0.288661
COMP_0699,GROUP_0158,holding / tesorería,mixto,holding / tesorería | mayorista / distribución | servicios profesionales,3,0.634321,largo,Reserve · póliza | Yield · barrido | FX Shield,0.150627
COMP_0700,GROUP_0103,mayorista / distribución,mixto,mayorista / distribución | comercio minorista | holding / tesorería,3,0.603514,12 meses,Reserve · póliza | Yield · barrido | FX Shield,0.457936
COMP_0701,GROUP_0211,,insuficiente,,0,,,,
COMP_0702,GROUP_0236,,insuficiente,,0,,,,
COMP_0703,GROUP_0115,holding / tesorería,servicio,holding / tesorería | servicios profesionales,2,0.565141,largo,Reserve · póliza | Yield · barrido | FX Shield,0.239092
COMP_0704,GROUP_0131,,insuficiente,,0,,,,
COMP_0705,GROUP_0067,servicios profesionales,servicio,servicios profesionales,1,0.594539,6 meses,Yield · barrido | Reserve · póliza,0.237639
COMP_0706,GROUP_0212,servicios profesionales,servicio,servicios profesionales,1,0.510446,6 meses,Reserve · póliza | Yield · barrido,0.0970121
COMP_0707,GROUP_0035,comercio minorista,servicio,comercio minorista | hostelería,2,0.559885,días,Reserve · póliza | Yield · barrido | FX Shield,0.249417
COMP_0708,GROUP_0196,hostelería,producto,hostelería,1,0.78,6 meses,Reserve · póliza | FX Shield | Yield · barrido,0.116723
COMP_0709,GROUP_0040,comercio minorista,producto,comercio minorista | mayorista / distribución | construcción,3,0.608516,días,Reserve · póliza | Factoring | Yield · barrido | Confirming,0.0553757
COMP_0710,GROUP_0146,servicios profesionales,servicio,servicios profesionales,1,0.549109,6 meses,Reserve · póliza | Yield · barrido,0.196315
COMP_0711,GROUP_0219,holding / tesorería,mixto,holding / tesorería | comercio minorista | servicios profesionales,3,0.602372,largo,Reserve · póliza | Yield · barrido | FX Shield | Factoring,0.111219
COMP_0712,GROUP_0155,,insuficiente,,0,,,,
COMP_0713,GROUP_0023,comercio minorista,producto,comercio minorista,1,0.768399,días,Reserve · póliza | FX Shield | Yield · barrido,0.184322
COMP_0714,GROUP_0172,holding / tesorería,producto,holding / tesorería,1,0.773716,largo,Reserve · póliza | FX Shield | Yield · barrido,0.115685
COMP_0715,GROUP_0177,,insuficiente,,0,,,,
COMP_0716,GROUP_0178,comercio minorista,producto,comercio minorista | holding / tesorería,2,0.637997,días,Yield · barrido | Reserve · póliza | FX Shield,0.0162327
COMP_0717,GROUP_0020,holding / tesorería,producto,holding / tesorería,1,0.737676,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0867105
COMP_0718,GROUP_0138,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.601581,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.137767
COMP_0719,GROUP_0068,mayorista / distribución,producto,mayorista / distribución | industria | construcción,3,0.632587,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.178713
COMP_0720,GROUP_0130,comercio minorista,producto,comercio minorista,1,0.802662,días,Reserve · póliza | Yield · barrido | FX Shield,0.162444
COMP_0721,GROUP_0113,comercio minorista,producto,comercio minorista,1,0.782023,días,Reserve · póliza | Yield · barrido | FX Shield,0.0628041
COMP_0722,GROUP_0064,,insuficiente,,0,,,,
COMP_0723,GROUP_0230,mayorista / distribución,mixto,mayorista / distribución | holding / tesorería | servicios profesionales,3,0.593172,12 meses,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.170432
COMP_0724,GROUP_0236,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.621327,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.282566
COMP_0725,GROUP_0222,comercio minorista,producto,comercio minorista,1,0.728194,días,Yield · barrido | Reserve · póliza | FX Shield,0.036408
COMP_0726,GROUP_0055,servicios profesionales,servicio,servicios profesionales,1,0.585227,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.219294
COMP_0727,GROUP_0009,servicios profesionales,servicio,servicios profesionales,1,0.544276,6 meses,Yield · barrido | Reserve · póliza,0.0490782
COMP_0728,GROUP_0183,mayorista / distribución,mixto,mayorista / distribución,1,0.562543,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.0753091
COMP_0729,GROUP_0018,holding / tesorería,mixto,holding / tesorería | construcción,2,0.609761,largo,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.214974
COMP_0730,GROUP_0041,comercio minorista,producto,comercio minorista,1,0.895868,días,Reserve · póliza | Yield · barrido | FX Shield,0.197371
COMP_0731,GROUP_0149,mayorista / distribución,mixto,mayorista / distribución,1,0.493405,12 meses,Factoring | Confirming | Yield · barrido | Reserve · póliza,0.0220485
COMP_0732,GROUP_0022,servicios profesionales,mixto,servicios profesionales,1,0.72,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.125331
COMP_0733,GROUP_0129,comercio minorista,producto,comercio minorista,1,0.702984,días,Reserve · póliza | Yield · barrido | FX Shield,0.0369643
COMP_0734,GROUP_0041,,insuficiente,,0,,,,
COMP_0735,GROUP_0200,,insuficiente,,0,,,,
COMP_0736,GROUP_0184,holding / tesorería,producto,holding / tesorería,1,0.755075,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0577449
COMP_0737,GROUP_0205,servicios profesionales,servicio,servicios profesionales,1,0.572215,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.165435
COMP_0738,GROUP_0064,hostelería,mixto,hostelería | servicios profesionales,2,0.510957,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.144264
COMP_0739,GROUP_0187,servicios profesionales,servicio,servicios profesionales,1,0.621741,6 meses,Yield · barrido | Reserve · póliza,0.338261
COMP_0740,GROUP_0044,comercio minorista,mixto,comercio minorista | construcción | servicios profesionales,3,0.552192,6 meses,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.00616518
COMP_0741,GROUP_0013,comercio minorista,mixto,comercio minorista,1,0.571741,días,Reserve · póliza | Yield · barrido | FX Shield,0.145118
COMP_0742,GROUP_0047,holding / tesorería,mixto,holding / tesorería,1,0.674317,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0693997
COMP_0743,GROUP_0033,software / suscripción,servicio,software / suscripción | alquiler / inmobiliario | servicios profesionales,3,0.78,largo,Yield · barrido | Reserve · póliza | Factoring | FX Shield,0.201296
COMP_0744,GROUP_0032,comercio minorista,producto,comercio minorista,1,0.893382,días,Reserve · póliza | Yield · barrido | FX Shield,0.297857
COMP_0745,GROUP_0058,comercio minorista,producto,comercio minorista | software / suscripción,2,0.812234,días,Reserve · póliza | Yield · barrido | FX Shield,0.0233813
COMP_0746,GROUP_0222,comercio minorista,producto,comercio minorista,1,0.710359,días,Yield · barrido | Reserve · póliza | FX Shield,0.120964
COMP_0747,GROUP_0172,comercio minorista,mixto,comercio minorista,1,0.682715,días,Reserve · póliza | FX Shield | Yield · barrido,0.0107655
COMP_0748,GROUP_0074,comercio minorista,producto,comercio minorista | mayorista / distribución,2,0.611692,días,Reserve · póliza | Yield · barrido | FX Shield,0.10205
COMP_0749,GROUP_0243,servicios profesionales,servicio,servicios profesionales,1,0.482691,6 meses,Reserve · póliza | Yield · barrido,0.224281
COMP_0750,GROUP_0172,comercio minorista,producto,comercio minorista,1,0.708627,días,Reserve · póliza | FX Shield | Yield · barrido,0.0122356
COMP_0751,GROUP_0142,comercio minorista,mixto,comercio minorista | hostelería,2,0.606079,días,Reserve · póliza | Yield · barrido | FX Shield,0.167612
COMP_0752,GROUP_0236,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.528811,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.0289794
COMP_0753,GROUP_0170,holding / tesorería,mixto,holding / tesorería,1,0.733948,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0701844
COMP_0754,GROUP_0211,comercio minorista,producto,comercio minorista | construcción,2,0.661402,días,Reserve · póliza | FX Shield | Yield · barrido,0.0243382
COMP_0755,GROUP_0103,comercio minorista,mixto,comercio minorista,1,0.654961,días,Reserve · póliza | FX Shield | Yield · barrido,0.198253
COMP_0756,GROUP_0104,comercio minorista,producto,comercio minorista | construcción | mayorista / distribución,3,0.620977,días,Reserve · póliza | Factoring | Confirming | Seguro de cobro,0.218479
COMP_0757,GROUP_0133,servicios profesionales,mixto,servicios profesionales | holding / tesorería | mayorista / distribución,3,0.679071,6 meses,Factoring | Reserve · póliza | Yield · barrido | FX Shield,0.0658192
COMP_0758,GROUP_0169,,insuficiente,,0,,,,
COMP_0759,GROUP_0094,comercio minorista,servicio,comercio minorista,1,0.688396,días,Reserve · póliza | FX Shield | Yield · barrido,0.146131
COMP_0760,GROUP_0249,hostelería,servicio,hostelería | comercio minorista,2,0.570174,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.292225
COMP_0761,GROUP_0199,holding / tesorería,producto,holding / tesorería | comercio minorista,2,0.677196,largo,Reserve · póliza | Yield · barrido | FX Shield,0.0918338
COMP_0762,GROUP_0051,comercio minorista,producto,comercio minorista,1,0.844294,días,Reserve · póliza | FX Shield | Yield · barrido,0.0417739
COMP_0763,GROUP_0095,servicios profesionales,servicio,servicios profesionales,1,0.511551,6 meses,Reserve · póliza | Yield · barrido,0.03135
COMP_0764,GROUP_0022,servicios profesionales,mixto,servicios profesionales | holding / tesorería,2,0.72,6 meses,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.0196911
COMP_0765,GROUP_0016,comercio minorista,producto,comercio minorista,1,0.776669,días,Reserve · póliza | FX Shield | Yield · barrido,0.126806
COMP_0766,GROUP_0212,comercio minorista,mixto,comercio minorista | hostelería,2,0.525093,días,Reserve · póliza | Yield · barrido | FX Shield,0.335554
COMP_0767,GROUP_0054,servicios profesionales,servicio,servicios profesionales,1,0.530882,6 meses,Reserve · póliza | Yield · barrido,0.00637891
COMP_0768,GROUP_0127,servicios profesionales,servicio,servicios profesionales,1,0.482829,6 meses,Yield · barrido | Reserve · póliza,0.0165528
COMP_0769,GROUP_0114,servicios profesionales,servicio,servicios profesionales,1,0.5498,6 meses,Reserve · póliza | Yield · barrido,0.229961
COMP_0770,GROUP_0082,mayorista / distribución,producto,mayorista / distribución | construcción,2,0.54664,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.0763166
COMP_0771,GROUP_0175,,insuficiente,,0,,,,
COMP_0772,GROUP_0023,comercio minorista,producto,comercio minorista | construcción | mayorista / distribución,3,0.568321,días,Reserve · póliza | Factoring | Yield · barrido | Confirming,0.152177
COMP_0773,GROUP_0112,servicios profesionales,servicio,servicios profesionales,1,0.72,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.279438
COMP_0774,GROUP_0103,holding / tesorería,producto,holding / tesorería | mayorista / distribución,2,0.652755,largo,Reserve · póliza | FX Shield | Yield · barrido,0.149554
COMP_0775,GROUP_0211,comercio minorista,producto,comercio minorista | construcción,2,0.685881,días,Reserve · póliza | Factoring | Yield · barrido | FX Shield,0.0985989
COMP_0776,GROUP_0158,holding / tesorería,mixto,holding / tesorería,1,0.658347,largo,Reserve · póliza | FX Shield | Yield · barrido,0.165481
COMP_0777,GROUP_0179,,mixto,,0,,,,0.202992
COMP_0778,GROUP_0238,mayorista / distribución,mixto,mayorista / distribución,1,0.540083,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.108496
COMP_0779,GROUP_0108,holding / tesorería,producto,holding / tesorería,1,0.680889,largo,Yield · barrido | FX Shield | Reserve · póliza,0.048132
COMP_0780,GROUP_0065,comercio minorista,mixto,comercio minorista | hostelería,2,0.619922,días,Yield · barrido | Reserve · póliza | FX Shield,0.208768
COMP_0781,GROUP_0170,mayorista / distribución,producto,mayorista / distribución | construcción,2,0.567405,12 meses,Reserve · póliza,0.23033
COMP_0782,GROUP_0130,servicios profesionales,servicio,servicios profesionales,1,0.482277,6 meses,Reserve · póliza | Yield · barrido,0.0870506
COMP_0783,GROUP_0122,servicios profesionales,servicio,servicios profesionales,1,0.55653,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.142877
COMP_0784,GROUP_0149,mayorista / distribución,producto,mayorista / distribución | construcción,2,0.595992,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.203992
COMP_0785,GROUP_0140,servicios profesionales,servicio,servicios profesionales,1,0.575898,6 meses,Reserve · póliza | Yield · barrido,0.103245
COMP_0786,GROUP_0017,servicios profesionales,servicio,servicios profesionales,1,0.496914,6 meses,Reserve · póliza | Yield · barrido,0.101918
COMP_0787,GROUP_0008,construcción,mixto,construcción,1,0.51852,6 meses,Factoring | Reserve · póliza | Seguro de cobro,0.239301
COMP_0788,GROUP_0045,comercio minorista,mixto,comercio minorista | hostelería,2,0.679146,días,Reserve · póliza | Yield · barrido | FX Shield,0.226299
COMP_0789,GROUP_0115,comercio minorista,producto,comercio minorista,1,0.884269,días,Reserve · póliza | FX Shield | Yield · barrido,0.181883
COMP_0790,GROUP_0210,hostelería,producto,hostelería,1,0.78,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.107824
COMP_0791,GROUP_0065,comercio minorista,producto,comercio minorista | mayorista / distribución,2,0.646282,días,Reserve · póliza | Yield · barrido | FX Shield,0.0379753
COMP_0792,GROUP_0070,comercio minorista,producto,comercio minorista,1,0.846572,días,Yield · barrido | Reserve · póliza | FX Shield,0.085186
COMP_0793,GROUP_0147,hostelería,mixto,hostelería | comercio minorista,2,0.536226,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.38777
COMP_0794,GROUP_0035,comercio minorista,producto,comercio minorista | hostelería,2,0.59339,días,Reserve · póliza | Yield · barrido | FX Shield,0.258552
COMP_0795,GROUP_0039,comercio minorista,servicio,comercio minorista | servicios profesionales,2,0.532244,días,Yield · barrido | Reserve · póliza | Factoring | FX Shield,0.0678762
COMP_0796,GROUP_0160,hostelería,producto,hostelería | alquiler / inmobiliario | comercio minorista,3,0.78,6 meses,Yield · barrido | Reserve · póliza | FX Shield | Seguro de cobro,0.0854089
COMP_0797,GROUP_0081,comercio minorista,mixto,comercio minorista,1,0.670319,días,Reserve · póliza | FX Shield | Yield · barrido,0.0719468
COMP_0798,GROUP_0057,industria,mixto,industria | hostelería | transporte / logística,3,0.586755,12 meses,Reserve · póliza | Factoring | Confirming | Yield · barrido,0.0943199
COMP_0799,GROUP_0183,comercio minorista,mixto,comercio minorista,1,0.532695,días,Reserve · póliza | FX Shield | Yield · barrido,0.124123
COMP_0800,GROUP_0149,comercio minorista,producto,comercio minorista,1,0.637526,días,Reserve · póliza | Yield · barrido | FX Shield,0.0304955
COMP_0801,GROUP_0023,mayorista / distribución,mixto,mayorista / distribución,1,0.503269,12 meses,Factoring | Confirming | Reserve · póliza | Seguro de cobro,0.264808
COMP_0802,GROUP_0117,construcción,producto,construcción | mayorista / distribución,2,0.614405,6 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.0196961
COMP_0803,GROUP_0231,software / suscripción,servicio,software / suscripción | servicios profesionales,2,0.78,largo,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.302568
COMP_0804,GROUP_0077,,insuficiente,,0,,,,
COMP_0805,GROUP_0213,holding / tesorería,producto,holding / tesorería | mayorista / distribución | construcción,3,0.633225,largo,Factoring | Reserve · póliza | Yield · barrido | FX Shield,0.079203
COMP_0806,GROUP_0177,mayorista / distribución,producto,mayorista / distribución | comercio minorista,2,0.69632,12 meses,Reserve · póliza | Yield · barrido | FX Shield,0.374997
COMP_0807,GROUP_0101,,insuficiente,,0,,,,
COMP_0808,GROUP_0015,servicios profesionales,servicio,servicios profesionales,1,0.562702,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.211821
COMP_0809,GROUP_0250,mayorista / distribución,mixto,mayorista / distribución | construcción | industria,3,0.608704,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.151304
COMP_0810,GROUP_0016,construcción,mixto,construcción,1,0.550253,6 meses,Factoring | Reserve · póliza | Seguro de cobro,0.104944
COMP_0811,GROUP_0155,alquiler / inmobiliario,mixto,alquiler / inmobiliario,1,0.78,largo,Reserve · póliza | Yield · barrido | Seguro de cobro,0.0986781
COMP_0812,GROUP_0160,hostelería,servicio,hostelería | alquiler / inmobiliario,2,0.78,6 meses,Yield · barrido | Reserve · póliza | FX Shield | Seguro de cobro,0.154357
COMP_0813,GROUP_0155,mayorista / distribución,mixto,mayorista / distribución,1,0.585893,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.305506
COMP_0814,GROUP_0016,construcción,mixto,construcción | hostelería,2,0.547276,6 meses,Reserve · póliza | Factoring | FX Shield | Seguro de cobro,0.159055
COMP_0815,GROUP_0250,holding / tesorería,producto,holding / tesorería,1,0.692267,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0849515
COMP_0816,GROUP_0158,comercio minorista,mixto,comercio minorista | hostelería | holding / tesorería,3,0.586816,días,Reserve · póliza | Yield · barrido | FX Shield,0.263731
COMP_0817,GROUP_0070,comercio minorista,producto,comercio minorista | holding / tesorería,2,0.658134,días,Yield · barrido | Reserve · póliza | FX Shield,0.066497
COMP_0818,GROUP_0115,,insuficiente,,0,,,,
COMP_0819,GROUP_0250,servicios profesionales,servicio,servicios profesionales,1,0.495338,6 meses,Factoring | Reserve · póliza | Yield · barrido,0.0975381
COMP_0820,GROUP_0158,servicios profesionales,servicio,servicios profesionales | holding / tesorería,2,0.538891,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.102225
COMP_0821,GROUP_0070,holding / tesorería,mixto,holding / tesorería,1,0.637823,largo,Reserve · póliza | FX Shield | Yield · barrido,0.251897
COMP_0822,GROUP_0116,comercio minorista,mixto,comercio minorista,1,0.569211,días,Reserve · póliza | Yield · barrido | FX Shield,0.0332003
COMP_0823,GROUP_0115,,mixto,,0,,,,0.037168
COMP_0824,GROUP_0159,servicios profesionales,servicio,servicios profesionales | holding / tesorería | mayorista / distribución,3,0.534611,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.237474
COMP_0825,GROUP_0043,comercio minorista,producto,comercio minorista,1,0.869977,días,Yield · barrido | Reserve · póliza | FX Shield,0.0814374
COMP_0826,GROUP_0250,holding / tesorería,producto,holding / tesorería,1,0.690719,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0798613
COMP_0827,GROUP_0078,construcción,producto,construcción,1,0.587051,6 meses,Reserve · póliza,0.0194335
COMP_0828,GROUP_0016,construcción,producto,construcción,1,0.614198,6 meses,Factoring | Reserve · póliza | Seguro de cobro,0.108712
COMP_0829,GROUP_0153,industria,mixto,industria | holding / tesorería | mayorista / distribución,3,0.59578,12 meses,Factoring | Reserve · póliza | Confirming | FX Shield,0.083103
COMP_0830,GROUP_0016,comercio minorista,producto,comercio minorista,1,0.752952,días,Reserve · póliza | Yield · barrido | FX Shield,0.0188926
COMP_0831,GROUP_0250,comercio minorista,producto,comercio minorista,1,0.806989,días,Yield · barrido | Reserve · póliza | FX Shield,0.092683
COMP_0832,GROUP_0014,comercio minorista,producto,comercio minorista,1,0.666946,días,Reserve · póliza | Yield · barrido | FX Shield,0.311317
COMP_0833,GROUP_0158,comercio minorista,producto,comercio minorista,1,0.779464,días,Reserve · póliza | FX Shield | Yield · barrido,0.0833005
COMP_0834,GROUP_0096,servicios profesionales,servicio,servicios profesionales,1,0.642598,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.0119621
COMP_0835,GROUP_0250,hostelería,mixto,hostelería,1,0.65263,6 meses,Yield · barrido | Reserve · póliza | FX Shield,0.0980833
COMP_0836,GROUP_0189,mayorista / distribución,producto,mayorista / distribución | construcción,2,0.60631,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,0.136768
COMP_0837,GROUP_0070,comercio minorista,producto,comercio minorista,1,0.779671,días,Yield · barrido | Reserve · póliza | FX Shield,0.220401
COMP_0838,GROUP_0250,holding / tesorería,producto,holding / tesorería,1,0.686796,largo,Yield · barrido | FX Shield | Reserve · póliza,0.0658206
COMP_0839,GROUP_0250,holding / tesorería,producto,holding / tesorería,1,0.686875,largo,Yield · barrido | FX Shield | Reserve · póliza,0.057256
COMP_0840,GROUP_0248,comercio minorista,mixto,comercio minorista | hostelería,2,0.615193,días,Reserve · póliza | Yield · barrido | FX Shield,0.329772
COMP_0841,GROUP_0005,hostelería,servicio,hostelería,1,0.520878,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.225132
