company_id,group_id,business_kind,sector_set,n_sectors,top_sector,top_sector_score,tenor,product_fit,kind_score,goods_score,service_score,regime_id,regime_label,confidence,n_tx,n_cat_tx,has_invoices,uncat_share,has_tpv,has_confirming,has_factoring,has_saving,has_lineofcredit,payroll_share,pos_cash_share,dso,dpo,n_customers,hhi_ar,goods_docs,service_tokens,runway_m
COMP_0639,GROUP_0115,mixto,comercio minorista | hostelería,2,comercio minorista,0.605872,días,Yield · barrido | Reserve · póliza | FX Shield,-0.0555879,0.635253,0.579665,1,liquidación TPV + cobros masivos,0.374019,10803,10111,false,0.0111857,0,0,0,0,1,0.0922001,0.0613795,,,,,,,3.3213
COMP_0640,GROUP_0022,servicio,servicios profesionales,1,servicios profesionales,0.756163,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.134369,0.419084,0.553453,0,seguridad social + nóminas,0.0939332,447,367,true,0.00803672,0,0,0,0,1,0.011613,0,131,17,4,0.998198,0,0.544776,27.1503
COMP_0641,GROUP_0132,mixto,servicios profesionales | construcción,2,servicios profesionales,0.633832,6 meses,Factoring | Yield · barrido | Reserve · póliza | Seguro de cobro,0.0444632,0.359203,0.403667,2,cobros,0.256726,784,150,true,0.804911,0,0,0,0,0,0,0,100,72.5,23,0.2472,0,0.0875576,3.33267
COMP_0642,GROUP_0072,producto,construcción | industria | mayorista / distribución,3,construcción,0.719565,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,-0.130262,0.582752,0.45249,2,cobros,0.035253,81,77,true,0,0,0,0,0,0,0.0155418,0,,30,1,,0.316667,0.0583333,2.43764
COMP_0643,GROUP_0008,servicio,construcción,1,construcción,0.75,6 meses,Factoring | Reserve · póliza | Seguro de cobro,0.0859239,0.353341,0.439264,2,cobros,0.323205,234,68,true,0.582933,0,0,0,1,0,0,0,13,30,15,0.990227,0,0.0534759,0.116868
COMP_0644,GROUP_0236,mixto,holding / tesorería,1,holding / tesorería,0.565348,largo,Reserve · póliza | FX Shield | Yield · barrido,0.0547767,0.537904,0.592681,3,liquidación de efectivo + retirada de efectivo,0.0728427,282,268,false,0.00240641,0,0,0,0,0,0.0464225,0.00156543,,,,,,,0.469527
COMP_0645,GROUP_0217,mixto,holding / tesorería,1,holding / tesorería,0.767393,largo,Reserve · póliza | FX Shield | Yield · barrido,-0.0476669,0.382606,0.334939,2,cobros,0.204328,135,111,true,0.00458581,0,0,0,0,0,0,0,,30,5,0.48592,0,0.0314961,0.00786558
COMP_0646,GROUP_0118,servicio,servicios profesionales,1,servicios profesionales,0.512567,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.186826,0.420488,0.607314,1,liquidación TPV + cobros masivos,0.0136337,15563,13337,true,0.0417266,0,0,0,0,0,0.161343,0.000525723,3,1,679,0.138525,0,0,1.33613
COMP_0647,GROUP_0126,producto,transporte / logística,1,transporte / logística,0.78,días,Factoring | Reserve · póliza | Confirming,-0.0908537,0.550334,0.45948,1,liquidación TPV + cobros masivos,0.0873663,5650,5401,true,0.000399712,0,0,0,0,1,0.00259419,0.00388221,60,42.5,64,0.213139,0,0,2.14719e-16
COMP_0648,GROUP_0053,mixto,comercio minorista | hostelería,2,comercio minorista,0.679205,días,Reserve · póliza | Yield · barrido | FX Shield,0.0540029,0.580594,0.634596,1,liquidación TPV + cobros masivos,0.111107,1884,1441,true,0.195331,0,0,0,0,0,0.10719,0.117444,0,1,111,0.0642144,0,0,1.75818
COMP_0649,GROUP_0153,producto,holding / tesorería | mayorista / distribución,2,holding / tesorería,0.673882,largo,Reserve · póliza | Factoring | FX Shield | Confirming,-0.0914299,0.489561,0.398131,0,seguridad social + nóminas,0.0475146,1521,1421,true,0.040075,0,0,0,0,0,0.0064376,0,17.5,21,44,0.39699,0,0,0.0938546
COMP_0650,GROUP_0038,producto,mayorista / distribución,1,mayorista / distribución,0.572581,12 meses,Factoring | Confirming | Yield · barrido | Reserve · póliza,-0.403226,0.558926,0.1557,2,cobros,0.0713027,34,32,true,0.00382344,0,0,0,0,0,0,0,0,13,6,0.491242,0,0,41.9966
COMP_0651,GROUP_0081,producto,comercio minorista,1,comercio minorista,0.813664,días,Reserve · póliza | FX Shield | Yield · barrido,-0.184746,0.60443,0.419684,1,liquidación TPV + cobros masivos,0.195921,17888,16128,true,0.0844788,1,0,0,0,0,0.018404,0.197463,0,2,85,0.863811,0,0,-0.000650445
COMP_0652,GROUP_0222,producto,comercio minorista,1,comercio minorista,0.741946,días,Yield · barrido | Reserve · póliza | FX Shield,-0.0776667,0.688874,0.611207,1,liquidación TPV + cobros masivos,0.0160922,1316,1098,true,0.174899,0,0,0,0,0,0.0401564,0.0543372,0,27,367,0.00788205,0,0,7.9884
COMP_0653,GROUP_0128,producto,mayorista / distribución,1,mayorista / distribución,0.571962,12 meses,Yield · barrido | Reserve · póliza,-0.106206,0.459611,0.353405,2,cobros,0.193457,1216,1070,false,0.0582594,0,0,0,0,0,2.85523e-05,0,,,,,,,2.14005
COMP_0654,GROUP_0053,producto,comercio minorista,1,comercio minorista,0.776116,días,Reserve · póliza | FX Shield | Yield · barrido,-0.0817377,0.599498,0.517761,1,liquidación TPV + cobros masivos,0.174299,1428,1264,true,0.0252109,0,0,0,0,1,0.0186347,0.181249,0.5,2,194,0.978379,0,0,0.645707
COMP_0655,GROUP_0172,producto,comercio minorista | holding / tesorería,2,comercio minorista,0.715876,días,Reserve · póliza | Yield · barrido | FX Shield,-0.26309,0.576429,0.313339,3,liquidación de efectivo + retirada de efectivo,0.238112,1499,1498,false,6.48297e-09,0,0,0,0,0,4.06656e-06,0.0122313,,,,,,,0.0017657
COMP_0656,GROUP_0087,mixto,mayorista / distribución | comercio minorista,2,mayorista / distribución,0.512572,12 meses,Reserve · póliza | FX Shield | Yield · barrido,-0.0282922,0.582436,0.554144,3,liquidación de efectivo + retirada de efectivo,0.136815,3932,1391,false,0.785614,0,0,0,0,0,0.000633115,0.000214923,,,,,,,0.232748
COMP_0657,GROUP_0222,producto,comercio minorista,1,comercio minorista,0.65631,días,Yield · barrido | Reserve · póliza | FX Shield,-0.245791,0.667869,0.422078,3,liquidación de efectivo + retirada de efectivo,0.0324804,720,606,true,0.101849,0,0,0,0,0,0.0524332,0.00654384,0,30,137,0.0439787,0,0,4.7119
COMP_0658,GROUP_0132,mixto,transporte / logística | holding / tesorería,2,transporte / logística,0.78,días,Reserve · póliza | Factoring | FX Shield | Yield · barrido,-0.0599507,0.534251,0.474301,3,liquidación de efectivo + retirada de efectivo,0.170971,1683,638,true,0.438646,0,0,0,0,0,0,0.000344401,120,44,50,0.595873,0,0.0369728,0.508857
COMP_0659,GROUP_0035,servicio,comercio minorista | hostelería,2,comercio minorista,0.582736,días,Reserve · póliza | Yield · barrido | FX Shield,0.0929621,0.632945,0.725908,1,liquidación TPV + cobros masivos,0.258244,10326,10113,true,0.0251834,0,0,0,0,1,0.227789,0.0906047,0,12.5,14,0.939195,0,0,0.0174115
COMP_0660,GROUP_0175,producto,construcción | mayorista / distribución,2,construcción,0.584336,6 meses,Reserve · póliza | Yield · barrido,-0.259475,0.364954,0.105479,2,cobros,0.300534,100,30,false,0.567898,0,0,0,0,0,0,0,,,,,,,4.81893
COMP_0661,GROUP_0222,mixto,comercio minorista | hostelería,2,comercio minorista,0.662319,días,Yield · barrido | Reserve · póliza | FX Shield,-0.0333092,0.68806,0.654751,1,liquidación TPV + cobros masivos,0.0612909,2841,2368,true,0.177151,0,0,0,0,0,0.0785885,0.0563448,0,0,1159,0.00357689,0,0,10.4852
COMP_0662,GROUP_0054,servicio,construcción | servicios profesionales,2,construcción,0.75,6 meses,Factoring | Reserve · póliza | Seguro de cobro | Yield · barrido,0.360548,0.469439,0.829986,1,liquidación TPV + cobros masivos,0.0224571,162,144,true,0.011617,0,0,0,0,1,0.586529,0,28.5,15,118,0.0307416,0,0.0757381,0.278854
COMP_0663,GROUP_0143,servicio,servicios profesionales,1,servicios profesionales,0.554218,6 meses,Reserve · póliza | Yield · barrido,0.202895,0.498964,0.701859,0,seguridad social + nóminas,0.0681967,470,437,false,0.00193943,0,0,0,0,0,0.214887,0.000619029,,,,,,,-0.32592
COMP_0664,GROUP_0058,producto,comercio minorista,1,comercio minorista,0.699316,días,Reserve · póliza | FX Shield | Yield · barrido,-0.295835,0.640212,0.344377,3,liquidación de efectivo + retirada de efectivo,0.124017,1772,1664,true,0.203111,0,0,0,0,1,0.00516425,0.00661402,0,8,359,0.0194704,0,0,0.373069
COMP_0665,GROUP_0150,producto,construcción | holding / tesorería | mayorista / distribución,3,construcción,0.545685,6 meses,Factoring | Reserve · póliza | FX Shield | Confirming,-0.09783,0.526478,0.428648,1,liquidación TPV + cobros masivos,0.0576768,3485,2024,true,0.5232,0,0,0,0,0,0.146707,0.000772991,23,15,92,0.229333,0,0,0.658827
COMP_0666,GROUP_0013,mixto,hostelería | construcción,2,hostelería,0.585729,6 meses,Reserve · póliza | Factoring | FX Shield | Seguro de cobro,-0.00285991,0.527906,0.525047,3,liquidación de efectivo + retirada de efectivo,0.0493281,1741,1325,true,0.263467,0,0,0,0,0,0.195083,0.0300336,78.5,54,25,0.16103,0,0,0.695405
COMP_0667,GROUP_0068,mixto,hostelería | construcción,2,hostelería,0.632125,6 meses,Reserve · póliza | Factoring | FX Shield | Seguro de cobro,-0.0101893,0.591637,0.581448,1,liquidación TPV + cobros masivos,0.0301487,569,544,true,0.010579,0,0,0,0,0,0.444076,0.068927,60,60,8,1,0.390884,0,0.473181
COMP_0668,GROUP_0048,producto,mayorista / distribución | construcción,2,mayorista / distribución,0.606304,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,-0.0979387,0.449301,0.351363,2,cobros,0.118452,446,442,true,0.0010979,0,0,0,0,0,0,0,68,30,9,0.889685,0,0,0.0714893
COMP_0669,GROUP_0007,servicio,hostelería | comercio minorista,2,hostelería,0.546147,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.332108,0.584093,0.9162,1,liquidación TPV + cobros masivos,0.128237,832,624,false,0.213583,0,0,0,0,0,0.196319,0.145525,,,,,,,-0.122303
COMP_0670,GROUP_0101,servicio,holding / tesorería | servicios profesionales,2,holding / tesorería,0.636257,largo,Yield · barrido | Factoring | Reserve · póliza | FX Shield,0.216303,0.314524,0.530827,0,seguridad social + nóminas,0.104199,187,88,true,0.773621,0,0,0,0,0,0.00769274,0,12,10,6,0.942554,0,0.165644,28.2033
COMP_0671,GROUP_0250,servicio,servicios profesionales,1,servicios profesionales,0.554098,6 meses,Yield · barrido | Factoring | Reserve · póliza,0.295131,0.335339,0.63047,0,seguridad social + nóminas,0.302173,400,376,true,0.00958169,0,0,0,0,0,0.122518,0,28,22,7,0.661886,0,0,6.91477
COMP_0672,GROUP_0184,insuficiente,,0,,,,,,,,,sin cobertura,,29,16,true,0.374573,0,0,0,0,0,0,0.105191,,15,1,,0,0,13.4946
COMP_0673,GROUP_0203,mixto,hostelería | comercio minorista,2,hostelería,0.529184,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.0565338,0.596419,0.652953,1,liquidación TPV + cobros masivos,0.0417903,841,797,true,0.0277681,0,0,0,0,0,0.207054,0.00167043,0,0,69,0.383264,0,0,0.318862
COMP_0674,GROUP_0112,servicio,software / suscripción | alquiler / inmobiliario | servicios profesionales,3,software / suscripción,0.78,largo,Yield · barrido | Reserve · póliza | Factoring | FX Shield,0.157096,0.616239,0.773336,1,liquidación TPV + cobros masivos,0.189105,2619,2278,true,0.0615234,0,0,0,0,0,0.0778083,0.0220943,1,10,68,0.160474,0,0.0304006,5.73397
COMP_0675,GROUP_0023,servicio,servicios profesionales,1,servicios profesionales,0.530262,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.194703,0.514933,0.709637,0,seguridad social + nóminas,0.0178919,964,690,true,0.0322985,0,0,0,0,0,0.481617,0.00115341,63,12,149,0.0162547,0,0,1.18408
COMP_0676,GROUP_0104,servicio,servicios profesionales | mayorista / distribución,2,servicios profesionales,0.582734,6 meses,Factoring | Reserve · póliza | Yield · barrido | Confirming,0.154408,0.457704,0.612111,0,seguridad social + nóminas,0.111062,131,112,true,0.00535358,0,0,0,0,1,0.396067,0,60,60.5,12,0.538612,0,0,
COMP_0677,GROUP_0138,servicio,servicios profesionales | holding / tesorería,2,servicios profesionales,0.599372,6 meses,Yield · barrido | Reserve · póliza | FX Shield,0.0990632,0.428335,0.527398,0,seguridad social + nóminas,0.281961,76,61,false,0.00204479,0,0,0,0,0,0.176022,0,,,,,,,1.40696
COMP_0678,GROUP_0154,producto,holding / tesorería,1,holding / tesorería,0.70819,largo,Reserve · póliza | FX Shield | Yield · barrido,-0.286128,0.475702,0.189573,2,cobros,0.129005,55,53,true,0,0,0,0,0,0,0,0,,28,0,,0,0,0.642587
COMP_0679,GROUP_0172,producto,holding / tesorería,1,holding / tesorería,0.745961,largo,Reserve · póliza | FX Shield | Yield · barrido,-0.25172,0.517813,0.266093,3,liquidación de efectivo + retirada de efectivo,0.0182961,1121,1088,false,8.22631e-06,0,0,0,0,0,3.07921e-05,0,,,,,,,4.42507e-17
COMP_0680,GROUP_0089,producto,comercio minorista,1,comercio minorista,0.761116,días,Reserve · póliza | FX Shield | Yield · barrido,-0.0883204,0.532805,0.444484,3,liquidación de efectivo + retirada de efectivo,0.154035,2141,978,true,0.989226,0,0,0,0,0,0,0.022937,6,7,30,0.879662,0,0.00464253,0.48496
COMP_0681,GROUP_0176,mixto,mayorista / distribución | comercio minorista,2,mayorista / distribución,0.517958,12 meses,Reserve · póliza | Yield · barrido | FX Shield,-0.0652693,0.665907,0.600638,1,liquidación TPV + cobros masivos,0.0906734,1160,1127,false,0.0214926,0,0,0,0,0,0.0446167,0.00378738,,,,,,,
COMP_0682,GROUP_0200,mixto,energía | servicios profesionales,2,energía,0.78,12 meses,Factoring | Yield · barrido | FX Shield | Reserve · póliza,-0.0452727,0.605318,0.560045,3,liquidación de efectivo + retirada de efectivo,0.0843912,1141,1028,true,0.145087,0,0,0,0,0,0,0.0100512,18,27,13,0.925115,0,0.0533333,11.3909
COMP_0683,GROUP_0239,servicio,holding / tesorería,1,holding / tesorería,0.702672,largo,Yield · barrido | FX Shield | Reserve · póliza,0.118597,0.452361,0.570958,0,seguridad social + nóminas,0.0457456,722,664,false,0.0442968,0,0,0,0,1,0.00497828,0,,,,,,,
COMP_0684,GROUP_0236,servicio,servicios profesionales,1,servicios profesionales,0.519145,6 meses,Reserve · póliza | Yield · barrido,0.250345,0.39768,0.648025,1,liquidación TPV + cobros masivos,0.0321778,1059,395,false,0.34632,0,0,0,0,0,0.00139971,0,,,,,,,0.187742
COMP_0685,GROUP_0035,mixto,comercio minorista | hostelería,2,comercio minorista,0.649153,días,Reserve · póliza | Yield · barrido | FX Shield,0.041081,0.648171,0.689252,1,liquidación TPV + cobros masivos,0.274368,13797,11825,true,0.0744192,0,0,0,0,1,0.215426,0.102362,0,30,40,0.908713,0,0,0.00431142
COMP_0686,GROUP_0139,mixto,software / suscripción | energía | servicios profesionales,3,software / suscripción,0.78,largo,Factoring | Reserve · póliza | FX Shield | Yield · barrido,-0.00516374,0.700138,0.694974,1,liquidación TPV + cobros masivos,0.343845,5779,4887,true,0.179161,0,1,1,0,1,0.042684,0.0053112,31,18,138,0.111114,0,0.102707,-0.20608
COMP_0687,GROUP_0212,servicio,servicios profesionales | holding / tesorería,2,servicios profesionales,0.543586,6 meses,Yield · barrido | Reserve · póliza | FX Shield,0.299302,0.529412,0.828714,0,seguridad social + nóminas,0.0565544,1517,1477,false,0.084673,0,0,0,0,0,0.082746,2.23191e-05,,,,,,,4.07708
COMP_0688,GROUP_0241,producto,holding / tesorería,1,holding / tesorería,0.772173,largo,Reserve · póliza | FX Shield | Yield · barrido,-0.074698,0.359561,0.284863,2,cobros,0.229368,384,347,true,0.0182898,0,0,0,0,0,0,0,,30,5,0.900458,0,0,-2.42421e-14
COMP_0689,GROUP_0200,servicio,hostelería | servicios profesionales,2,hostelería,0.78,6 meses,Yield · barrido | Reserve · póliza | Factoring | FX Shield,0.175692,0.621304,0.796996,1,liquidación TPV + cobros masivos,0.153651,2476,2198,true,0.0715986,0,0,0,0,0,0.223798,0.184226,42,37,301,0.0873569,0,0.0048951,4.83121
COMP_0690,GROUP_0009,insuficiente,,0,,,,,,,,,sin cobertura,,1610,20,false,0.974019,0,0,0,0,0,0.0001382,0,,,,,,,0.024157
COMP_0691,GROUP_0010,servicio,servicios profesionales | holding / tesorería,2,servicios profesionales,0.68,6 meses,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.260583,0.405333,0.665916,3,liquidación de efectivo + retirada de efectivo,0.102441,5846,1282,true,0.444022,0,0,0,0,0,0.00776952,0.00722617,10,0,222,0.0379047,0,0.00628338,0.398821
COMP_0692,GROUP_0108,producto,holding / tesorería,1,holding / tesorería,0.641922,largo,Yield · barrido | FX Shield | Reserve · póliza,-0.102571,0.407258,0.304687,0,seguridad social + nóminas,0.0515794,89,25,true,0.694294,0,0,0,1,0,0.0399205,0,0,12,2,1,0,0,
COMP_0693,GROUP_0116,servicio,holding / tesorería,1,holding / tesorería,0.68693,largo,Reserve · póliza | FX Shield | Yield · barrido,0.308436,0.307995,0.616431,0,seguridad social + nóminas,0.0186195,12793,4213,false,0.474678,0,0,0,0,0,0.000338599,0,,,,,,,0.877222
COMP_0694,GROUP_0162,producto,construcción | mayorista / distribución,2,construcción,0.587789,6 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,-0.124534,0.400898,0.276365,0,seguridad social + nóminas,0.101584,433,77,true,0.913305,0,0,0,0,0,0.00596165,0,,,1,,0,0,0.472091
COMP_0695,GROUP_0084,producto,transporte / logística | comercio minorista,2,transporte / logística,0.78,días,Reserve · póliza | Yield · barrido | Factoring | FX Shield,-0.0856451,0.685176,0.599531,3,liquidación de efectivo + retirada de efectivo,0.0182142,3096,1062,true,0.221324,0,0,0,0,0,0.0163228,0.148382,,0,13,0.796767,0,0.00645508,2.22205
COMP_0696,GROUP_0017,mixto,mayorista / distribución,1,mayorista / distribución,0.684017,12 meses,Reserve · póliza,-0.00602549,0.717896,0.71187,1,liquidación TPV + cobros masivos,0.407241,5007,4817,false,0.011141,0,1,0,0,1,0.0358463,5.02267e-06,,,,,,,-38.2893
COMP_0697,GROUP_0132,servicio,alquiler / inmobiliario | servicios profesionales,2,alquiler / inmobiliario,0.78,largo,Reserve · póliza | Yield · barrido | Factoring | Seguro de cobro,0.0777555,0.428278,0.506033,1,liquidación TPV + cobros masivos,0.00954032,4185,529,true,0.876944,0,0,0,0,0,1.20515e-05,0.000159195,69,68,247,0.32198,0,0.0184509,0.00747127
COMP_0698,GROUP_0241,mixto,holding / tesorería | mayorista / distribución | construcción,3,holding / tesorería,0.585071,largo,Factoring | Reserve · póliza | FX Shield | Confirming,0.0673665,0.43302,0.500386,0,seguridad social + nóminas,0.288661,196,179,true,0.00786965,0,0,0,0,0,0.175758,0,60,40,5,0.649178,0,0,-1.12761e-16
COMP_0699,GROUP_0158,mixto,holding / tesorería | mayorista / distribución | servicios profesionales,3,holding / tesorería,0.634321,largo,Reserve · póliza | Yield · barrido | FX Shield,-0.0343461,0.487987,0.453641,0,seguridad social + nóminas,0.150628,448,368,false,0.0681197,0,0,0,0,0,0.078432,0,,,,,,,-2.98286e-16
COMP_0700,GROUP_0103,mixto,mayorista / distribución | comercio minorista | holding / tesorería,3,mayorista / distribución,0.603514,12 meses,Reserve · póliza | Yield · barrido | FX Shield,-0.0217037,0.765534,0.743831,1,liquidación TPV + cobros masivos,0.457938,12661,11735,false,0.0320855,0,1,0,0,1,0.0217915,0.0134219,,,,,,,0.0712482
COMP_0701,GROUP_0211,insuficiente,,0,,,,,,,,,sin cobertura,,29,7,true,0.315089,0,0,0,0,0,0,0.827151,24,0,2,1,0,0,844.38
COMP_0702,GROUP_0236,insuficiente,,0,,,,,,,,,sin cobertura,,90,13,false,0.55816,0,0,0,0,0,0,0,,,,,,,26.6161
COMP_0703,GROUP_0115,servicio,holding / tesorería | servicios profesionales,2,holding / tesorería,0.565141,largo,Reserve · póliza | Yield · barrido | FX Shield,0.122611,0.542254,0.664865,1,liquidación TPV + cobros masivos,0.239093,8033,7672,false,0.0270564,0,0,0,0,0,0.0523585,0.00115277,,,,,,,0.132635
COMP_0704,GROUP_0131,insuficiente,,0,,,,,,,,,sin cobertura,,21,21,false,0,0,0,0,0,0,0,0,,,,,,,72.0138
COMP_0705,GROUP_0067,servicio,servicios profesionales,1,servicios profesionales,0.594539,6 meses,Yield · barrido | Reserve · póliza,0.414692,0.349213,0.763905,0,seguridad social + nóminas,0.237639,679,480,false,0.224834,0,0,0,0,0,0.154305,0,,,,,,,1.50555
COMP_0706,GROUP_0212,servicio,servicios profesionales,1,servicios profesionales,0.510446,6 meses,Reserve · póliza | Yield · barrido,0.21021,0.571044,0.781254,1,liquidación TPV + cobros masivos,0.097013,1956,1887,false,0.000452626,0,0,0,0,0,0.0669918,0.00181609,,,,,,,0.70049
COMP_0707,GROUP_0035,servicio,comercio minorista | hostelería,2,comercio minorista,0.559885,días,Reserve · póliza | Yield · barrido | FX Shield,0.10717,0.631465,0.738635,1,liquidación TPV + cobros masivos,0.249418,5195,4640,true,0.056292,0,0,0,0,1,0.35434,0.0689001,0,20,13,0.63923,0,0,0.00798177
COMP_0708,GROUP_0196,producto,hostelería,1,hostelería,0.78,6 meses,Reserve · póliza | FX Shield | Yield · barrido,-0.0765988,0.528668,0.452069,1,liquidación TPV + cobros masivos,0.116723,2469,1742,true,0.00313904,0,0,0,0,0,0.0269114,0.000286514,30,16,55,0.299693,0,0.000653168,0.631538
COMP_0709,GROUP_0040,producto,comercio minorista | mayorista / distribución | construcción,3,comercio minorista,0.608516,días,Reserve · póliza | Factoring | Yield · barrido | Confirming,-0.170791,0.688339,0.517549,3,liquidación de efectivo + retirada de efectivo,0.0553753,528,493,true,0.102185,0,0,0,0,0,0.0152781,0.0489101,60,11.5,70,0.296594,0,0,1.0336
COMP_0710,GROUP_0146,servicio,servicios profesionales,1,servicios profesionales,0.549109,6 meses,Reserve · póliza | Yield · barrido,0.408188,0.529619,0.937807,1,liquidación TPV + cobros masivos,0.196316,1173,1143,false,0.0480865,0,0,0,0,0,0.228063,0.00158355,,,,,,,0.585071
COMP_0711,GROUP_0219,mixto,holding / tesorería | comercio minorista | servicios profesionales,3,holding / tesorería,0.602372,largo,Reserve · póliza | Yield · barrido | FX Shield | Factoring,0.0470867,0.391176,0.438263,3,liquidación de efectivo + retirada de efectivo,0.111219,3595,3106,true,0.568046,0,0,0,0,0,0.000555782,0.0016712,16,25.5,102,0.0236069,0,0.00236593,-0.000423439
COMP_0712,GROUP_0155,insuficiente,,0,,,,,,,,,sin cobertura,,32,6,true,0.634615,0,0,0,0,0,0.193932,0,,29,0,,0,0.478261,
COMP_0713,GROUP_0023,producto,comercio minorista,1,comercio minorista,0.768399,días,Reserve · póliza | FX Shield | Yield · barrido,-0.22292,0.701303,0.478383,1,liquidación TPV + cobros masivos,0.184322,19228,11196,true,0.00689063,0,0,0,0,0,0.0206818,0.0797049,0,0,6,0.992421,0,0,0.456959
COMP_0714,GROUP_0172,producto,holding / tesorería,1,holding / tesorería,0.773716,largo,Reserve · póliza | FX Shield | Yield · barrido,-0.382273,0.493579,0.111306,2,cobros,0.115686,1406,812,false,0.463169,0,0,0,0,0,0,0,,,,,,,-8.09243e-18
COMP_0715,GROUP_0177,insuficiente,,0,,,,,,,,,sin cobertura,,63,11,false,0.714074,0,0,0,0,0,0,0.0105747,,,,,,,
COMP_0716,GROUP_0178,producto,comercio minorista | holding / tesorería,2,comercio minorista,0.637997,días,Yield · barrido | Reserve · póliza | FX Shield,-0.211577,0.526305,0.314728,3,liquidación de efectivo + retirada de efectivo,0.0162337,115,115,false,0,0,0,0,0,0,0,0.000352682,,,,,,,1.53431
COMP_0717,GROUP_0020,producto,holding / tesorería,1,holding / tesorería,0.737676,largo,Reserve · póliza | FX Shield | Yield · barrido,-0.42017,0.508078,0.0879076,2,cobros,0.0867118,30,30,false,0,0,0,0,0,0,0,0,,,,,,,0.0402638
COMP_0718,GROUP_0138,servicio,servicios profesionales | holding / tesorería,2,servicios profesionales,0.601581,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.446769,0.419014,0.865783,0,seguridad social + nóminas,0.137767,92,70,false,0.0243761,0,0,0,0,0,0.204199,0,,,,,,,0.437795
COMP_0719,GROUP_0068,producto,mayorista / distribución | industria | construcción,3,mayorista / distribución,0.632587,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,-0.201833,0.656718,0.454885,0,seguridad social + nóminas,0.178713,616,607,true,0.00031407,0,0,0,0,0,0.0893058,0,0,0,14,0.58091,0.297654,0,0.975378
COMP_0720,GROUP_0130,producto,comercio minorista,1,comercio minorista,0.802662,días,Reserve · póliza | Yield · barrido | FX Shield,-0.277959,0.562759,0.2848,3,liquidación de efectivo + retirada de efectivo,0.162445,751,73,false,0.871507,0,0,0,0,0,0.000186267,0.0927093,,,,,,,
COMP_0721,GROUP_0113,producto,comercio minorista,1,comercio minorista,0.782023,días,Reserve · póliza | Yield · barrido | FX Shield,-0.170725,0.532391,0.361667,1,liquidación TPV + cobros masivos,0.0628041,1490,1288,true,0.0892079,0,0,0,0,0,0,0.0351457,4,7,18,0.158374,0,0,1.48586
COMP_0722,GROUP_0064,insuficiente,,0,,,,,,,,,sin cobertura,,22,14,false,0.15917,0,0,0,0,0,0,0,,,,,,,52.3937
COMP_0723,GROUP_0230,mixto,mayorista / distribución | holding / tesorería | servicios profesionales,3,mayorista / distribución,0.593172,12 meses,Yield · barrido | Factoring | Reserve · póliza | FX Shield,-0.0381954,0.499354,0.461159,0,seguridad social + nóminas,0.170432,130,126,true,0.0272357,0,1,0,0,0,0.127191,0,,,7,0.877412,0,0,351.892
COMP_0724,GROUP_0236,servicio,servicios profesionales | holding / tesorería,2,servicios profesionales,0.621327,6 meses,Reserve · póliza | Yield · barrido | FX Shield,0.605929,0.323115,0.929045,0,seguridad social + nóminas,0.282565,235,227,false,0.0113139,0,0,0,0,0,0.571044,0,,,,,,,0.00310467
COMP_0725,GROUP_0222,producto,comercio minorista,1,comercio minorista,0.728194,días,Yield · barrido | Reserve · póliza | FX Shield,-0.0862262,0.724477,0.638251,1,liquidación TPV + cobros masivos,0.0364086,2293,1818,true,0.152769,0,0,0,0,0,0.0633864,0.0561791,0,8,1014,0.0101907,0,0,9.65003
COMP_0726,GROUP_0055,servicio,servicios profesionales,1,servicios profesionales,0.585227,6 meses,Factoring | Yield · barrido | Reserve · póliza,0.294635,0.346452,0.641086,0,seguridad social + nóminas,0.219294,41,36,true,0,0,0,0,0,0,0.737774,0,23,39,3,0.647701,0,0,1.27103
COMP_0727,GROUP_0009,servicio,servicios profesionales,1,servicios profesionales,0.544276,6 meses,Yield · barrido | Reserve · póliza,0.434224,0.422328,0.856552,0,seguridad social + nóminas,0.0490773,1140,890,false,0.447044,0,0,0,0,0,0.099498,6.19448e-05,,,,,,,1.29341
COMP_0728,GROUP_0183,mixto,mayorista / distribución,1,mayorista / distribución,0.562543,12 meses,Factoring | Reserve · póliza | Confirming | Seguro de cobro,-0.0564952,0.523853,0.467358,3,liquidación de efectivo + retirada de efectivo,0.0753105,817,272,true,0.745684,0,0,0,0,0,0.000761193,0,30,30,255,0.385897,0,0,0.565508
COMP_0729,GROUP_0018,mixto,holding / tesorería | construcción,2,holding / tesorería,0.609761,largo,Reserve · póliza | Yield · barrido | Factoring | FX Shield,0.053421,0.351628,0.405049,0,seguridad social + nóminas,0.214974,58,47,true,0.312615,0,0,0,0,0,0.120626,0,,32.5,0,,0,0,
